total_cup_points,species,country_of_origin,altitude_mean_meters,processing_method,aroma,flavor,aftertaste,acidity,body,balance,region
83,Arabica,Mexico,750.0,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,coatepec
83,Arabica,Mexico,1200.0,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,atoyac de alvarez
83,Arabica,Mexico,1200.0,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,coatepec
83,Arabica,Colombia,1625.0,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,huila
83,Arabica,Colombia,1750.0,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,huila
83,Arabica,Guatemala,1371.6,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,"la reforma, san marcos"
83,Arabica,Colombia,1775.0,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,la plata
83,Arabica,Colombia,1450.0,Washed / Wet,7.33,7.67,7.58,7.33,7.58,7.92,cauca
83,Arabica,Colombia,1800.0,Washed / Wet,7.5,7.58,7.67,7.67,7.58,7.58,huila
83,Arabica,Nicaragua,1310.64,Washed / Wet,7.58,7.83,7.75,7.92,7.92,8.08,matagalpa
82,Arabica,Brazil,890.0,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,south of minas
82,Arabica,El Salvador,1350.0,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,apaneca
82,Arabica,Colombia,1500.0,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,guayata
82,Arabica,Taiwan,350.0,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,"dongshan dist., tainan city 臺南市東山區"
82,Arabica,Ethiopia,2000.0,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,"blida,kercha,guji,oromia"
82,Arabica,Taiwan,775.0,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,台東太麻里
82,Arabica,Philippines,1200.0,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,"bukidnon, mindanao, philppines"
82,Arabica,Philippines,1600.0,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,asia pacific
82,Arabica,Mexico,1059.0,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,cuarenteño
82,Arabica,Mexico,1300.0,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,chiapas
82,Arabica,Brazil,11000.0,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,cerrado
82,Arabica,Uganda,1650.0,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,eastern
82,Arabica,Uganda,1400.0,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,west nile
82,Arabica,Guatemala,1500.0,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,antigua
82,Arabica,Guatemala,1500.0,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,antigua
82,Arabica,Colombia,1900.0,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,huila
82,Arabica,Colombia,1750.0,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,huila
82,Arabica,Guatemala,1706.88,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,huehuetenango
82,Arabica,Colombia,1450.0,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,antioquia
82,Arabica,Mexico,1248.0,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,petatlan
82,Arabica,Vietnam,1040.0,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,don duong
82,Arabica,Mexico,1400.0,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,la cumbre
82,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,kona
82,Arabica,Colombia,1450.0,Washed / Wet,7.5,7.75,7.33,7.75,7.08,7.83,cauca
82,Arabica,Kenya,1754.0,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,nyeri
82,Arabica,Guatemala,1700.0,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,san marcos
82,Arabica,Brazil,905.0,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,south of minas
82,Arabica,El Salvador,1250.0,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,"el balsamo, quezaltepec"
82,Arabica,Rwanda,1900.0,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,gicumbi
82,Arabica,Vietnam,1040.0,Other,7.25,7.58,7.5,7.42,7.75,7.42,vietnam tutra
82,Arabica,Guatemala,1219.2,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,oriente
82,Arabica,Brazil,900.0,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,cerrado
82,Arabica,Colombia,1600.0,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,huila
82,Arabica,United States,1200.0,Other,7.42,7.58,7.25,7.5,7.75,7.75,berastagi
82,Arabica,Guatemala,1500.0,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,antigua
82,Arabica,Colombia,1800.0,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,santander
82,Arabica,Colombia,1775.0,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,huila
82,Arabica,"Tanzania, United Republic Of",1400.0,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,arusha
82,Arabica,Mexico,1550.0,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,la concordia
82,Arabica,Mexico,1250.0,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,veracruz
82,Arabica,Guatemala,1310.64,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,oriente
82,Arabica,Mexico,1380.0,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,la concordia
82,Arabica,El Salvador,1200.0,Washed / Wet,7.75,7.58,7.75,7.75,7.25,7.5,santa ana
82,Arabica,Guatemala,1100.0,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,santa rosa
82,Arabica,Guatemala,1800.0,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,santa rosa
82,Arabica,Guatemala,1700.0,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,san marcos
82,Arabica,Guatemala,1219.2,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,santa rosa
82,Arabica,Guatemala,1219.2,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,oriente
82,Arabica,Indonesia,1500.0,Other,7.5,7.58,7.42,7.58,7.58,7.5,sapan toraja
82,Arabica,Guatemala,157.8864,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,el progreso
82,Arabica,Taiwan,650.0,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,"台南市東山區( dongshan dist., tainan city)"
82,Arabica,El Salvador,1250.0,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,cacahuatique
82,Arabica,Costa Rica,1850.0,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,tarrazu
82,Arabica,Honduras,1400.0,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,comayagua
82,Arabica,Brazil,905.0,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,south of minas
82,Arabica,China,1100.0,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,yunnan
82,Arabica,China,1500.0,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,menglian
82,Arabica,Colombia,1775.0,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,huila
82,Arabica,Malawi,1442.0,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,mzuzu
82,Arabica,Guatemala,1524.0,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,jalapa
82,Arabica,Colombia,165.0,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,huila
82,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,kona
82,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,kona
82,Arabica,Colombia,1300.0,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,antioquia
82,Arabica,Mexico,1550.0,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,chiapas
82,Arabica,Mexico,1200.0,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,veracruz
82,Arabica,Mexico,1200.0,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,atoyac de alvarez
82,Arabica,Colombia,1625.0,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,south huila
82,Arabica,Colombia,1775.0,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,huila
82,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,kona
82,Arabica,Panama,1100.0,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,boquete
82,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.75,7.67,7.5,7.83,7.17,7.42,kona
82,Arabica,Brazil,890.0,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,south of minas
82,Arabica,Brazil,934.0,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,south of minas
82,Arabica,Laos,1300.0,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,"paksong,laos"
82,Arabica,El Salvador,1200.0,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,"el balsamo, quezaltepec"
82,Arabica,Mexico,1300.0,Washed / Wet,7.5,7.67,7.42,7.75,7.42,7.17,veracruz
82,Arabica,Colombia,1310.64,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,huila
82,Arabica,Brazil,1.0,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,south of minas
82,Arabica,Brazil,1310.64,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,monte carmelo
82,Arabica,"Tanzania, United Republic Of",1700.0,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,karatu arusha
82,Arabica,"Tanzania, United Republic Of",1550.0,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,mbinga
82,Arabica,Taiwan,1200.0,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,嘉義阿里山
82,Arabica,Mexico,1296.0,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,la yerba
82,Arabica,Uganda,1650.0,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,mt elgon
82,Arabica,Taiwan,1240.0,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,chiayi alishan 嘉義縣阿里山鄉
82,Arabica,Thailand,1500.0,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,phahi
82,Arabica,Colombia,1800.0,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,huila
82,Arabica,Guatemala,1500.0,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,antigua
82,Arabica,Thailand,1310.64,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,thailand
82,Arabica,Mexico,950.0,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,mahuixtlan
82,Arabica,Colombia,3850.0,Washed / Wet,7.33,7.58,7.42,7.42,7.67,7.67,52 narino (exact location: mattituy; municipal region: florida code 381
82,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.83,7.67,7.5,7.67,7.5,7.58,kona
82,Arabica,Mexico,1400.0,Washed / Wet,7.75,7.58,7.25,7.75,7.67,7.58,mexico
82,Arabica,Colombia,1800.0,Washed / Wet,8.08,7.67,7.67,7.33,7.33,7.17,huila
82,Arabica,Guatemala,1219.2,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,oriente
82,Arabica,Taiwan,1050.0,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,國姓鄉 guoshing township
82,Arabica,Brazil,1310.64,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,south of minas
82,Arabica,Taiwan,200.0,Washed / Wet,7.25,7.25,7.0,7.08,7.0,7.0,changhua baguashan 彰化市八卦山
82,Arabica,Brazil,1310.64,Washed / Wet,7.42,7.42,7.5,7.33,7.25,7.67,campos altos - cerrado
82,Arabica,Indonesia,1250.0,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,aceh
82,Arabica,Thailand,800.0,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,thailand
82,Arabica,Thailand,1450.0,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,chiangrai
82,Arabica,"Tanzania, United Republic Of",1317.0,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,ikand village
82,Arabica,Uganda,1650.0,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,eastern
82,Arabica,Costa Rica,1300.0,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,central valley
82,Arabica,Mexico,1310.64,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,veracruz
82,Arabica,Colombia,1750.0,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,huila
82,Arabica,Colombia,1750.0,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,huila
82,Arabica,Colombia,1750.0,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,huila
82,Arabica,Mexico,1250.0,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,oaxaca
82,Arabica,Mexico,1150.0,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,colima
82,Arabica,Colombia,1775.0,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,huila
82,Arabica,Brazil,975.0,Washed / Wet,7.58,7.5,7.33,7.75,7.5,7.5,south of minas
82,Arabica,Brazil,890.0,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,south of minas
82,Arabica,Indonesia,1250.0,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,bali
82,Arabica,Honduras,1400.0,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,comayagua
82,Arabica,Guatemala,1219.2,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,oriente
82,Arabica,Thailand,800.0,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,thailand
82,Arabica,Thailand,1450.0,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,chiangrai
82,Arabica,"Tanzania, United Republic Of",1600.0,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,karatu arusha
82,Arabica,"Tanzania, United Republic Of",1310.64,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,moshi
82,Arabica,Mexico,1600.0,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,chiapas
82,Arabica,Brazil,1260.0,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,south of minas
82,Arabica,Guatemala,1310.64,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,oriente
82,Arabica,Colombia,1750.0,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,huila
82,Arabica,Guatemala,1310.64,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,oriente
82,Arabica,Mexico,1679.0,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,san bartolo tutotepec
82,Arabica,Mexico,1100.0,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,zapotitlan de mendez
82,Arabica,Mexico,1650.0,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,la concordia
82,Arabica,Guatemala,1310.64,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,oriente
82,Arabica,Brazil,1250.0,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,carmo de minas
82,Arabica,Colombia,1775.0,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,huila
82,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,kona
82,Arabica,Guatemala,1600.0,Washed / Wet,7.75,7.58,7.67,7.67,7.58,7.58,huehuetenango
82,Arabica,Honduras,1500.0,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,"comayagua, honduras"
82,Arabica,Guatemala,1700.0,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,san marcos
82,Arabica,Guatemala,1700.0,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,san marcos
82,Arabica,Guatemala,157.8864,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,el progreso
82,Arabica,Guatemala,1310.64,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,santa rosa
82,Arabica,Colombia,1600.0,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,guayata
82,Arabica,China,1600.0,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,yunnan
82,Arabica,Brazil,1310.64,Washed / Wet,7.42,7.5,7.33,7.5,7.25,7.42,campos altos - cerrado
82,Arabica,"Tanzania, United Republic Of",2285.0,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,arusha meru
82,Arabica,Brazil,1.0,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,south of minas
82,Arabica,Guatemala,1400.0,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,atitlan
82,Arabica,Mexico,1296.0,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,la yerba
82,Arabica,Brazil,1000.0,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,south of minas
82,Arabica,Peru,1310.64,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,peru
82,Arabica,Brazil,1260.0,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,south of minas
82,Arabica,Mexico,1170.0,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,veracruz
82,Arabica,Colombia,1775.0,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,huila
82,Arabica,Mexico,1560.0,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,chiapas
82,Arabica,Mexico,1400.0,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,san pedro cotzilnam
82,Arabica,Mexico,1300.0,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,coatepec
82,Arabica,Mexico,1170.0,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,xalapa
82,Arabica,Mexico,1300.0,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,zihuatanejo de azueta
82,Arabica,Mexico,1350.0,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,veracruz
82,Arabica,Mexico,1150.0,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,xicotepec de juarez
82,Arabica,Mexico,1250.0,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,progreso santa rosa teocelo
82,Arabica,Mexico,1450.0,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,fln mirador
82,Arabica,Colombia,442.0,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,huila
82,Arabica,Brazil,1310.64,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,south of minas
82,Arabica,Colombia,1750.0,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,huila
82,Arabica,Colombia,1750.0,Washed / Wet,7.58,7.25,7.42,7.25,7.58,7.83,huila
82,Arabica,Honduras,1396.0,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,comayagua
82,Arabica,Brazil,982.0,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,cerrado
82,Arabica,Brazil,1310.64,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,cerrado
82,Arabica,Brazil,934.0,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,south of minas
82,Arabica,Costa Rica,1850.0,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,tarrazu
82,Arabica,Costa Rica,1550.0,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,tarrazu
82,Arabica,China,1580.0,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,xishuangbanna prefecture
82,Arabica,Brazil,1268.0,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,south of minas
82,Arabica,Brazil,1310.64,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,chapadão de ferro (cerrado mineiro)
82,Arabica,Guatemala,1676.4,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,huehuetenango
82,Arabica,Malawi,1450.0,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,mzuzu
82,Arabica,Brazil,1100.0,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,south of minas
82,Arabica,Guatemala,1524.0,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,jalapa
82,Arabica,Mexico,1310.64,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,veracruz
82,Arabica,Colombia,1300.0,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,antioquia
82,Arabica,Taiwan,200.0,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,changhua baguashan 彰化市八卦山
82,Arabica,Taiwan,600.0,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,taichung xinshe 台中市新社區
82,Arabica,Guatemala,1310.64,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,oriente
82,Arabica,Colombia,1750.0,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,huila
82,Arabica,Mexico,1300.0,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,"la concordia, chiapas"
82,Arabica,Costa Rica,1310.64,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,central valley
82,Arabica,Guatemala,1752.6,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,jalapa
82,Arabica,Mexico,441.0,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,"jaltocan, hidalgo"
82,Arabica,Mexico,1170.0,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,veracruz
82,Arabica,Guatemala,1310.64,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,oriente
82,Arabica,Brazil,1100.0,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,grama valley
82,Arabica,Mexico,1300.0,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,santa catarina juquila
82,Arabica,Brazil,950.0,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,south of minas
82,Arabica,Colombia,442.0,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,huila
82,Arabica,Brazil,1100.0,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,brazil matas de minas
82,Arabica,Guatemala,1450.0,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,nuevo oriente
82,Arabica,Brazil,1.0,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,south of minas
82,Arabica,El Salvador,1500.0,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,apaneca
82,Arabica,Honduras,1350.0,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,marcala
82,Arabica,Malawi,1180.0,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,mzuzu
82,Arabica,Brazil,1100.0,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,south of minas
82,Arabica,Taiwan,650.0,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,nantou
82,Arabica,Mexico,1338.0,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,veracruz
82,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,kona
82,Arabica,Mexico,533.0,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,"calnali, hidalgo"
82,Arabica,Guatemala,1390.8024,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,antigua
82,Arabica,Mexico,1170.0,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,veracruz
82,Arabica,Mexico,1250.0,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,juquila
82,Arabica,Mexico,1100.0,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,veracruz
82,Arabica,Mexico,900.0,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,canoas
82,Arabica,Colombia,1750.0,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,huila
82,Arabica,Colombia,1775.0,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,huila
82,Arabica,Colombia,1310.64,Washed / Wet,7.17,7.25,7.58,7.25,7.58,7.67,cauca
82,Arabica,Brazil,934.0,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,south of minas
82,Arabica,Honduras,1500.0,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,comayagua
82,Arabica,Nicaragua,1000.0,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,jinotega
82,Arabica,"Tanzania, United Republic Of",1650.0,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,ruvuma
82,Arabica,"Tanzania, United Republic Of",1600.0,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,northern
82,Arabica,Brazil,1.0,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,south of minas
82,Arabica,Thailand,800.0,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,thailand
82,Arabica,Honduras,1350.0,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,marcala
82,Arabica,Guatemala,1500.0,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,atitlan
82,Arabica,Brazil,1310.64,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,cerrado
82,Arabica,"Tanzania, United Republic Of",1700.0,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,"ilomba vilage, mbozi"
82,Arabica,Mexico,1100.0,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,veracruz
82,Arabica,Mexico,1400.0,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,"la concordia, chiapas"
82,Arabica,Taiwan,1200.0,Other,7.5,7.5,7.5,7.5,7.5,7.5,yunlin 雲林縣石壁
82,Arabica,Taiwan,800.0,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,"dongshan dist., tainan city 臺南市東山區"
82,Arabica,Colombia,1750.0,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,huila
82,Arabica,Mexico,1144.0,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,san bartolo tutotepec
82,Arabica,Guatemala,1350.0,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,oriente
82,Arabica,Mexico,1000.0,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,altotonga
82,Arabica,Mexico,1200.0,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,colima
82,Arabica,Colombia,1800.0,Washed / Wet,7.58,7.67,7.42,7.17,7.17,7.75,huila
82,Arabica,Indonesia,1300.0,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,aceh gayo
82,Arabica,Colombia,1310.64,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,huila
82,Arabica,Brazil,894.0,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,south of minas
82,Arabica,Brazil,1.0,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,south of minas
82,Arabica,Costa Rica,1300.0,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,tres rios
